country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Belgium,11281.04054,11202.77653,11660.23518,8386.37448,10489.58196,10579.97138,9676.07718,10358.40707,12446.18221,14247.35675,16575.43547,16200.65007,15716.73598,13359.9972,14187.83201,15756.41914,14375.22471,14346.56465,14142.6373,12119.89845,12507.91157,13978.39311,10919.48286,10350.6909,10791.6149,9704.73724,8880.20936,8173.62865,8191.26561,5297.70186,6916.99525,6544.41447,5923.81394,5911.68853,5770.59285,4517.376611,3897.327236,3793.710096,4227.689543,4087.145018
        Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.598215307,1.713949852,0.110231,0.054343883,2.854112075,1.712595113,1.401979587,42.4789709,45.87862391,87.77584299,83.6337368,132.0776819,129.8963206
        Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bhutan,1.07966455,1.090987275,1.113632725,1.128729692,0.839944846,0.91808272,0.873913021,18.73929,19.8416,20.94391,22.04622,23.14853,24.25084,25.35315,23.14854,25.35316,26.45547,27.888473,29.321476,30.754479,32.187482,33.620485,35.053488,36.486491,37.919494,36.81825631,37.16768858,39.71575435,40.3224998,31.9780131,32.25248829,30.6111487,8.605072784,22.75057609,33.48046163,29.74363073,21.46748725,27.16532764,39.35908086,18.07347476
        Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bosnia and Herzegovina,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,329.5911,652.56832,693.35385,740.75323,780.43644,899.48607,1358.292837,1529.93463,1166.697029,1304.052572,1555.15438,1528.242584,1505.972615,1569.38741,1673.687979,1756.171632
        Botswana,28.219172,24.25085,22.04623,33.06934,29.76241,31.96703,35.27396,49.60401,23.14854,17.63698,23.14854,16.53467,9.9208,11.02311,12.12542,15.43236,16.53467,22.04623,21.25694604,22.34161908,21.25694604,22.34161908,21.32308464,21.14781735,1.72070591,18.21457044,14.16027426,16.52142228,2.70286412,28.45172341,11.33946297,8.60242724,7.95316665,12.55931229,12.58734,9.34892,5.637150508,0.607891998,0.207534108,0.93195791
        Brazil,4976.92965,4700.24984,4519.471,6017.51029,8351.10056,8872.49319,9305.70102,10648.3146,10231.64142,10529.26512,11184.03726,11858.65098,11462.92169,12097.85225,12477.04689,12996.2349,14161.37657,14201.05973,14228.61748,14078.70332,14587.97054,14330.03,14343.25772,14873.46883,15521.62711,15100.54469,14768.74938,16384.73584,16877.46841,13966.2677,17536.64979,19849.29617,18172.68266,19885.6724,22433.11081,22347.13063,21497.24962,23375.82065,23133.41938,23264.65248
        British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bulgaria,7257.62414,7351.629204,7440.5925,7829.70793,7881.5165,8264.01807,7226.74436,7297.2922,7341.3846,6613.86,6722.98869,5950.26938,3687.656592,3901.716929,3704.86391,4026.73843,4092.87703,4090.67241,2428.38893,2470.27671,2921.1215,2770.10503,2522.08528,3219.758367,3171.786794,2810.780269,2766.7981,2932.1446,2465.86747,2392.049444,2393.188497,2542.224997,2439.641262,1874.474878,1971.551105,1212.127446,867.355085,1022.080593,931.4436617,629.2371366
        Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Burma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10802638,0.098161257,0.088296133,0.088240467,0.0881848,2.20462,1.370305812,0.535991624,3.724088196,3.875920376,3.480257224,1.893140263,6.829295466,2.81910271,5.0263903,4.492243943,6.337526315,2.534758538,12.25171268,22.6511334,69.84765489,121.6683216,146.8125143,168.1428246,211.159836,345.8669203,322.3123454
        Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308073599,0.07275246,0.030313525,0.038101345,0.000705478,0.243453431,0.486201383,27.39967764,158.7922871,177.0634777,174.6475471,213.3926931,221.7998604,238.9342255,279.9453207,794.1896566,1763.03687,2219.266067,2368.393095,5612.753345
        Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Canada,17233.51454,16498.27377,17276.50463,16664.72258,20256.04856,16070.57749,14672.84841,15812.63695,17217.08792,17028.29638,16356.77024,13043.95059,15155.15754,9609.563795,9973.857408,10743.43734,12837.40526,16331.56481,21882.00211,21997.51317,21396.16669,21414.44299,24952.23418,25037.85391,20949.73886,23238.82557,23001.79585,20356.56821,22665.80955,14300.39109,13908.59043,10408.56438,10820.64313,9426.942995,8619.923104,8342.269955,6962.137049,8226.601259,8508.75445,8952.39721
        Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chile,907.20113,561.07579,264.5544,338.40917,376.99002,410.05932,505.96029,510.36953,442.02631,1634.72573,1829.8346,1642.4419,968.93049,1199.31328,2127.4583,2435.00279,3962.80445,5098.18375,5123.53688,5558.94933,4852.36862,3123.94654,3266.14453,3202.21055,4833.62935,4420.2631,5525.88003,7421.85323,7828.60562,6894.94905,7642.31523,10653.82615,11418.82929,12730.68479,10998.92715,10841.47451,12925.23772,12260.64346,12276.73707,11490.76819
        China,2195.80423,2131.87017,2414.06188,2358.94631,2744.75529,2543.03233,2723.81137,2139.58635,1867.31544,2524.29301,2207.92965,2556.711241,2905.492831,2598.668684,2291.844537,1985.02039,1678.196243,1880.367142,1744.030385,1843.968958,2333.379503,2932.1446,12412.0106,12235.641,20513.9891,28902.5682,42009.0341,56239.8562,48139.45346,138714.6904,201799.8917,245109.6516,317917.2271,360477.4162,321014.7182,224937.3786,281695.3205,298648.8483,310961.651,330163.8912
        Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03527392,0.01763696,0.0330693,0.29321446,0.11904948,0.1433003,0.20062042,0.24140589,0.31195373,0.10692407,0.25904285,0.32959069,0.342247413,0.196802018,0.425370406,0.454001806,0.83509,1.272006215,101.3390069
        Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Congo-Brazzaville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Congo-Kinshasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19621,2.26965,1.13868,3.2441,11.50481,9.80064,15.1248,17.21367,12.13091,18.24235,14.55683,16.57892,6.28512,8.15342,15.52258,17.88245,21.82739,38.27619246,31.53574979
        Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004163714,0.006544414,0.005352597,0.004160779,0.005041966,0.001515676,0.000843267,0.003317622,0.003245978,0.003174334,0.005361636,0.005291088,0.002188085,0.001736116,0.002586273,0.002349772,0.00474324,0.004809709,0.003316851,0.02133521,0.098863979,0.157613795,0.10976803,0.07294,0.148136134,0.137861502
        Croatia,--,--,--,--,--,--,--,--,--,--,--,--,1061.52453,927.04271,606.2705,320.77221,218.25738,284.39598,364.86461,466.27713,863.10873,802.0697743,1079.671015,1242.662472,1434.353484,1147.004909,1286.071244,1286.511413,1378.366615,839.8640765,1322.834483,1301.126792,1015.839909,1360.548619,1107.657741,1167.119118,1239.880697,747.4764628,669.2145737,819.1546346
        Cuba,104.71965,124.010105,143.30056,99.2081,121.25432,138.89132,131.17514,93.69658,115.0427185,149.0636717,124.0319332,82.6734,51.91889,26.43047584,25.36211442,24.8279337,24.29375299,23.34152349,22.86540874,22.38929399,23.82219778,23.91182661,28.46200466,30.20712673,26.3023556,36.76351196,31.58139094,27.9715241,22.66821149,25.2695749,26.10367855,0.72011377,1.057227726,3.251501444,1.968722353,3.083749704,2.06644,2.392863655,4.065253141,3.150818653
        Cyprus,0,0,0,0,21.52295072,30.62881463,22.7646579,26.21384826,26.83470185,27.45555544,28.07640903,28.69726262,29.31811621,29.9389698,29.76237,22.0462,19.84158,20.94389,23.14854,22.68208061,20.69514593,24.42027123,27.31759173,21.10904833,19.32817912,25.86115271,18.62941399,14.60628873,14.66133533,14.71638194,9.503810378,0.963585389,1.144987034,1.068211142,0.418786308,0.234207806,0.223531933,0.265049337,0.245998113,0.195781279
        Czech Republic,--,--,--,--,--,--,--,--,--,--,--,--,--,2167.14146,1893.76858,2965.2139,3539.51741,2509.95987,1741.6498,1146.4024,1207.02945,1326.07893,1363.55747,1428.59376,1786.84451,1393.31984,2201.31307,2814.19743,2557.3592,2246.50778,2278.47477,2630.11166,2298.31635,2342.40875,4980.23658,4511.75483,4077.415803,4464.324951,4200.041103,4208.911624
        Côte d’Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Denmark,10988.92839,11999.74666,10651.62153,9410.42047,10810.35417,13731.47567,13719.35026,13063.47581,11416.62467,11854.24174,11304.18905,14120.5911,13164.88833,11537.87877,12977.49563,14339.95079,14478.84185,14852.52494,8896.74401,7845.14027,7072.42096,7632.39444,6903.76753,10488.47965,8368.73752,6648.03161,9576.86928,8952.96182,8343.38439,7397.60241,5037.5567,6764.87647,4384.98918,5459.74143,4996.77123,3039.06867,3181.26666,3389.607278,3037.959746,2631.598676
        Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominican Republic,0,0,0,7.71617,14.33003,24.691744,30.86468,25.573592,10.692407,11.02311,18.73927,62.83167,153.22109,132.2772,67.24091,88.1848,114.64024,116.84486,165.3465,55.1155,102.51483,223.76893,256.83823,422.18473,475.09561,524.69956,776.02624,802.48168,841.06253,823.42557,781.53779,972.23742,963.41894,936.9635,1149.70933,1229.07565,1237.89413,1133.605022,1233.926474,2153.712358
        Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919518342,1.064927361,1.21033638,1.06813839,1.60830624,1.913059005,3.165255607,9.889223149,2.58020237,5.289454101,7.162711172,15.44979287,14.2059132,18.59664762,22.24860726,20.49396674,24.87219656,14.11704772,15.45806792,17.08322297,16.31257863
        Egypt,884.05262,1396.62677,1544.33631,1080.2638,1212.541,1322.772,1322.772,1377.8875,1543.234,1598.3495,1477.0954,1330.48817,1273.16805,1677.71582,2041.47812,1697.5574,2067.93356,1792.35606,1631.4188,1554.2571,2006.2042,1794.56068,1924.63326,1995.1811,2039.27351,2093.14133,2103.17708,2057.56291,2082.73117,1797.17634,1790.80024,1641.80192,1084.9699,922.53275,1091.40915,2224.116782,2811.575523,3289.555032,5835.999659,5298.636201
        El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Eritrea,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Estonia,--,--,--,--,--,--,--,--,--,--,--,--,284.39633,157.32019,131.17505,95.90109,103.61727,99.75918,95.90109,97.0034,111.33345,92.59416,65.23856058,62.89280191,49.69822396,60.81929286,105.0036255,83.31821158,91.70601906,77.61662334,85.51146897,76.16207459,86.76284325,65.47112153,83.99854519,9.419087934,19.64190977,49.87112569,44.20171388,19.60547512
        Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.4148184,242.9895799,221.56431,218.25738,202.82504,173.06267,169.75574,137.78875,165.3465,172.18082,177.36168,153.77225,121.56274,120.15179,106.92407,119.0283068,116.4255435,79.3403628,95.57956848,99.79161944,117.9762908,130.6359739
        Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220462,0.04519471,0.00440924,0.00551155,0.00881848,0.01212541,0.792167365,16.21613863,27.48480133,41.52366974,107.8283225,311.6288065,321.7996511,381.2822785,567.3768045,629.1314912,709.3542796,732.5402428,660.3301557
        Falkland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fiji,23.14854,19.8416,25.35316,19.8416,24.25085,17.63698,16.53467,11.75798667,7.899896667,14.42190833,20.94392,19.8416,23.73643733,26.65756233,26.05588425,25.45420617,24.85252808,24.25085,22.046225,19.8416,18.73929,16.53467,17.96920175,18.18699726,0.023515579,0.003905484,0.006582995,0.000121254,0.007386579,0.011416625,0.005522573,0.00654221,0.003348818,0.002124151,0.003061115,0.002837346,0.000709888,0.004322158,0.002317056,0.001257736
        Finland,5146.68539,6228.0515,5164.32235,4839.1409,3948.47442,5609.65559,6011.99874,5588.7117,5287.78107,6134.35515,6725.19331,5702.24963,4699.14753,6540.00523,9192.16309,6416.54651,7599.32514,7752.54623,5081.6491,3965.00907,5590.91632,6806.76425,6382.3749,11184.03726,9133.74066,5206.21013,7367.84004,7352.4077,6252.30232,6557.64219,6525.6752,7683.1007,4359.542566,5582.300607,5996.881434,3901.711736,4305.090902,4299.797641,4429.982522,3392.367422
        Former Czechoslovakia,5660.36883,4820.40758,5441.00887,5433.29269,5000.08433,5100.39466,5282.27603,4620.88922,5176.45414,4963.70805,16780.46513,16874.16148,13947.52843,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Serbia and Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,128,125,139,121.2541,154.3234,99.2079,112.43562,207.23428,253.5313,308.6468,293.21446,293.21446,442.02631,573.2012,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former U.S.S.R.,8079.9323,4980.23658,10599.81296,13574.94765,15007.95065,12582.86865,13795.40965,12031.71365,15101.647,13337.951,16028.1753,16777.07135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Yugoslavia,3810.69037,4058.71043,3915.40995,5040.86985,5497.22675,5334.08467,5438.80425,4448.92865,5023.23287,3955.09316,3664.08296,2480.20056,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        France,32429.9602,30324.5481,25311.24222,20448.95281,23839.65837,20803.89663,18647.77827,14724.65698,13407.39653,17636.96,21448.74798,24023.74414,24240.89921,15686.97361,13490.06978,14597.89133,17416.498,15036.61071,20344.23336,19707.09818,20979.16392,17657.90389,20023.46115,18529.8311,21495.045,20180.44355,20459.11045,19216.75098,22829.24562,17710.33662,21107.22224,17254.57461,19669.71277,19985.82187,15957.06406,15045.5759,14326.30138,16684.34862,14873.21128,11588.66811
        French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"        Gambia, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Georgia,--,--,--,--,--,--,--,--,--,--,--,--,368.9668948,227.07586,139.772936,30.86468,6.677656191,4.875943173,3.074230154,4.352215299,1.786239342,1.151384841,3.584679051,6.393923802,7.107335527,13.98170004,16.45301072,62.29555822,78.64724378,40.43492219,72.93004875,89.42151797,83.44114009,86.310873,139.111522,120.923407,114.1001081,178.79468,284.8484088,279.9922516
        Germany,--,--,--,--,--,--,--,--,--,--,--,20779.64581,21045.30252,17726.24711,19958.42486,18942.09504,20170.06838,24451.44042,26668.18583,27261.22861,32787.10864,39140.82348,36877.78105,38331.72794,43599.66743,38513.82073,43710.90473,47663.68191,46060.65694,38847.82687,43503.77251,47228.42921,48275.3803,56414.67102,63238.68254,62076.97456,60801.55511,53719.88269,49851.61569,45577.34851
"        Germany, East",12090.13608,13559.73577,13006.15569,11202.55607,10456.51266,12036.56381,12991.6052,11324.25109,10044.46918,8638.362546,10359.28892,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"        Germany, West",8060.09072,9039.823848,8670.77046,7468.370712,6971.00844,8024.375876,8661.070132,7549.500728,6696.312788,5758.908364,6906.192612,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84327,33.10347,46.26281,54.99664,59.7925,56.69977,59.03049396,183.8550246
        Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Greece,587.53123,316.36297,556.66655,1565.2802,2078.95666,2248.7124,1935.65636,1976.44183,1642.4419,1315.05583,1521.1878,1550.95017,2350.12492,1473.78847,1653.465,1553.15479,1822.11843,1338.20434,1513.47163,1326.07893,1372.37595,1502.44853,1092.38921,823.42557,897.28034,712.09226,422.18473,673.51141,746.26387,327.38607,717.60381,557.76886,455.25403,486.11871,370.37616,283.29367,343.92072,453.3856145,418.0709091,359.9152381
        Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9344125,165.1148033,334.6161213,443.6786727,416.3590216,450.2343583,397.1689069,400.52985,534.162653,509.199203,621.3370251,421.5243274,671.4115028,694.3181131,681.9248297,860.543185,1382.29674,2168.24377,2416.83629,2630.685678,2232.479397,2646.978417
        Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
