country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Bosnia and Herzegovina,--,--,--,--,--,--,--,--,--,--,--,--,16.87,14.15967339,8.76,54.74,4.9441,4.9441,7.063,7.063,10.5945,10.5945,5.6504,5.6504,10.5945,14.126,14.126,11.3008,10.94765,7.41615,8.12245,9.1819,8.4756,8.4756,5.968235,7.063,7.3808323,8.0164969,8.003539623,7.707649087
        Botswana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Brazil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,13.06655,75.92725,162.449,185.7569,187.8758,266.9814,312.1846,334.0799,353.8563,389.52445,298.0586,444.969,370.1012,484.87495,592.23255,617.3062,670.2787,465.7771353,371.1982683,378.2558699,343.4014275
        British Virgin Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Brunei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bulgaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.142,180.2782616,194.2325,169.512,165.98,206.59,217.19,180.1065,133.84385,118.30525,113.008,102.4135,114.0323101,110.8201324,105.857353,106.8751992,113.0976096,107.71075,109.4765,72.7489,87.93435,99.23515,87.61525895,95.244555,94.6442,108.0436681,109.2636818,115.4437543,110.0151328,104.1842499
        Burkina Faso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Burma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Burundi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cabo Verde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cambodia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cameroon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413700669,0,0,0,0,0,0,0,0,0,0,0,0,0
        Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,11.27,58.59,28.71,36.66,23.8,43.01367,44.85005,27.96948,28.39326,57.457505,138.08165,233.079,341.8492,383.556215,336.34006,340.895695,478.553565,563.34488,735.2583,800.555735,1106.34832,1105.818595,942.875185,773.11598,693.09219,782.9085746,931.4281574,856.9217875,989.7460806
        Cayman Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Central African Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,23.66105,43.7906,119.71785,143.73205,181.5191,184.944655,215.20961,240.35389,221.742885,202.77873,98.281645,27.5457,51.595215,126.321755,139.741455,138.328855,136.95157,122.437105,131.619005,153.5847484,157.0102743,154.9085891,165.5932771
        China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.77232,138.4348,158.9175,263.52053,576.69395,1107.69029,1510.42255,1870.9887,2129.4945,2202.59655,2607.388202,3330.328185,4327.861059,4647.706306
        Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.469702374,1.744050724,8.515845023,13.97740002
        Comoros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Congo-Brazzaville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Congo-Kinshasa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cook Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Costa Rica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Croatia,--,--,--,--,--,--,--,--,--,--,--,--,31.75,30.72405,27.55,12.36,24.72,42.378,38.8465,39.19965,39.19965,38.1402,38.1402,42.378,39.19965,40.61225,40.61225,37.4339,43.29619,36.833545,39.729375,28.9583,45.2032,48.38155,36.7276,37.85768,46.7569844,65.3678313,55.8556124,70.4099851
        Cuba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cyprus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Czech Republic,--,--,--,--,--,--,--,--,--,--,--,--,--,246.993,250.74,279.13,328.323555,330.83092,329.948045,323.4854,325.215835,336.234115,343.75621,336.375375,311.372355,330.513085,346.22826,304.69782,338.070495,306.18105,300.53065,329.171115,263.838365,299.04742,255.998435,263.94431,286.8635503,313.9146105,282.9497872,336.5560619
        Côte d’Ivoire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36788,29.699915,32.41917,48.134345,22.071875,23.23727,24.0848228,18.293212,13.71397966,40.0222824
        Djibouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominican Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5945,4.59095,8.82875,8.82875,16.9512,16.59805,19.7764,28.9583,32.84295,45.2032,37.751735,37.751735,39.12902,37.80141586,40.71473565,44.98984756,56.0251
        Ecuador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Egypt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.48715,293.6781282,249.7113267,95.03938554,2.950569159
        El Salvador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Equatorial Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Eritrea,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Estonia,--,--,--,--,--,--,--,--,--,--,--,--,52.97,21.19,22.6,26.31,28.82,37.4339,56.504,35.315,39.5528,44.85005,26.239045,29.911805,34.11429,34.573385,35.632835,34.82059,33.40799,23.060695,24.755815,22.31908,23.201955,23.94357,18.71695,16.633365,18.2931559,17.4102884,17.8320524,16.40856375
        Eswatini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ethiopia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Falkland Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Faroe Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fiji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,100,103.86,107.8,119.26,123.35,128.89975,126.251125,144.897445,145.00339,148.640835,161.001085,160.012265,177.387245,171.595585,156.268875,168.346605,161.67207,167.357785,150.79505,166.510225,145.533115,130.10046,123.17872,108.169845,95.809595,88.1463051,81.9309179,93.1428109,90.0850219
        Former Czechoslovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,484,402,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Serbia and Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,41.67,0,29.77,7.03,74.51465,72.89016,70.63,37.08075,0,0,59.68235,66.03905,74.1615,75.92725,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former U.S.S.R.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,139,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Yugoslavia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,155,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,996,1061,1117.37,1046.74,1091.58665,1145.58,1243.72367,1247.784895,1242.80548,1434.671875,1449.3276,1430.9638,1489.93985,1481.1111,1581.4057,1731.49445,1750.9177,1656.9798,1739.26375,1664.0428,1722.31255,1673.931,1684.87865,1689.151765,1593.871895,1567.385645,1639.745465,1716.307735,1740.290712,1929.225672
        French Guiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        French Polynesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"        Gambia, The",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Georgia,--,--,--,--,--,--,--,--,--,--,--,--,183.64,91.82,56.5,74.16,63.57,10.5945,63.567,38.8465,40.61225,38.8465,47.3221,35.66815,42.73115,51.5599,49.441,59.3292,60.7418,60.0355,57.9166,52.61935,62.50755,71.68945,76.9867,84.4027843,79.23399748,80.61127078,79.44017274,89.9825013
        Germany,--,--,--,--,--,--,--,--,--,--,--,2190,2245.57,2399.48,2516.794105,2726.14,2809.484825,2704.91711,2622.032805,2710.814715,2675.711605,2780.27932,2872.557415,2965.25929,3193.217615,3324.660045,3285.84886,3058.279,3205.154085,3095.606955,3320.52819,3165.813175,3121.881315,3452.994755,3174.67724,3620.387855,3868.402993,4219.113279,3152.510855,3396.676691
"        Germany, East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"        Germany, West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Ghana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2378,29.31145,14.126,21.189,21.189,19.73617368,3.830115773,11.20792017,24.20912345,22.10398228
        Gibraltar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.002977897
        Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.317835,5.6504,29.488025,52.866555,72.32512,71.26567,75.15032,85.39167,92.631245,99.5883,116.32761,142.142875,149.0293,125.544825,135.998065,168.064085,154.573755,136.45716,103.508265,111.66603,143.6258335,175.7268958,173.1625707,184.3220159
        Greenland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Grenada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guadeloupe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guatemala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guinea-Bissau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guyana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Haiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029033887,0.03303606,0.02305344,0.051918604,0.02113232,0.042
        Hawaiian Trade Zone,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,--,--
        Honduras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62949074,14.6994999,16.48194327,17.37904909,18.76318109,19.8902212,65.82716,103.9638285,96.8867025,106.955009,95.27987,96.1592135,91.39522,67.87543,89.13506,108.41705,105.895559,94.99735,118.6584,113.255205,141.9663,112.831425,102.06035,96.869045,92.278095,114.526545,119.4225296,119.024261,115.320681,116.7319366
        Hungary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,216,186.46,207.37,196.42203,240.57,315.92799,285.27457,308.22932,318.294095,319.494805,338.564905,377.8705,429.99544,403.22667,423.92126,407.217265,370.701555,402.696945,340.260025,340.330655,283.190985,288.629495,288.73544,315.78673,239.78885,304.3794363,472.0183172,450.1920302,657.5944772
        Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.819,213.3026,282.16685,352.4437,381.04885,445.6753,429.07725,578.81285,632.8448,613.7747,655.09325,659.33105,862.6918587,888.5174989,1024.055671,1098.499058
        Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Iran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1377.285,3.5315,61.80125,70.63,93.58475,151.8545,173.0435,173.7498,183.638,204.827,204.827,257.7995,250.7365,216.1278,241.90775,373.98585,170.57145,209.0648,305.1216,337.25825,241.9438747,140.7672592,61.00739887,40.7339965
        Iraq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.206315,150.27031,257.9160103
        Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.177,0.11,3.43,19.42325,34.96185,56.22148,76.2804,99.835505,119.50596,122.61368,128.370025,121.4836,123.53187,147.863905,160.75388,169.44137,163.43782,184.62682,163.57908,159.69443,154.361865,149.94749,149.52371,70.771929,58.3764693,72.01575471,100.5400758
        Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0355,74.1615,25.4268,3.5315,19.42325,2.8252,5.6504,12.71334,18.010545,22.614802,28.976409
        Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,1166,1199.01488,1135.24,1029.64,1211.8,1309.69209,1380.286775,1506.04349,1747.52746,2028.740805,1934.379125,2093.861665,2217.57011,2398.17102,2594.2399,2733.345685,2611.54425,2714.558105,2445.56375,2661.12651,2485.081235,2391.708375,2188.32929,1969.058455,2163.60879,2305.503255,2459.72255,2397.245524,2504.097254
        Jamaica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607647059,6.960588235,3.452941176,8.582352941
        Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1783.654705,1876.35658,1926.99829,1981.38339,2095.02706,2160.00666,2296.287245,2390.366405,2446.27005,2576.405825,2677.618615,2690.614535,2720.17319,2894.13488,2868.42556,2857.513225,3130.074395,3377.067505,3368.733165,3280.62224,3488.662905,4112.608325,4294.692465,4257.78829,4322.944465,4160.849465,4104.090715,4119.090715,3979.303699,3717.05521
        Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36025,38.8465,45.2032,68.15795,82.99025,96.0568,100.64775,88.9938,35.66815,28.32263,41.6717,10.700445,96.97499,209.9467153,228.4869328,190.0676417,173.4293329
        Kazakhstan,--,--,--,--,--,--,--,--,--,--,--,--,681.58,526.19,455.56,399.06,444.97,356.6815,360.213,388.465,296.646,293.1145,289.583,307.2405,413.1855,141.26,176.575,158.9175,162.449,180.1065,200.94235,183.638,138.78795,186.4632,170.9246,165.9805,202.4252704,203.2021938,319.5768632,272.4170052
        Kenya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Kiribati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0
